word_ID,Book,ch_KJV,v_KJV,manuscript,lex_Hebrew,gloss_Eng,gloss_SPA
302221,Hab,1,4,תֹּורָ֔ה,תֹּורָה,instruction,instrucción
302222,Hab,1,4,וְ,וְ,and,y
302223,Hab,1,4,לֹֽא־,לֹא,not,no
302224,Hab,1,4,יֵצֵ֥א,יצא,go out,fuera
302225,Hab,1,4,לָ,לְ,to,a
302226,Hab,1,4,נֶ֖צַח,נֵצַח,glory,gloria
302227,Hab,1,4,מִשְׁפָּ֑ט,מִשְׁפָּט,justice,justicia
302228,Hab,1,4,כִּ֤י,כִּי,that,ese
302229,Hab,1,4,רָשָׁע֙,רָשָׁע,guilty,culpable
302230,Hab,1,4,מַכְתִּ֣יר,כתר,surround,rodear
302231,Hab,1,4,אֶת־,אֵת,[object marker],[Marcador de objeto]
302232,Hab,1,4,הַ,הַ,the,el
302233,Hab,1,4,צַּדִּ֔יק,צַדִּיק,just,sólo
302234,Hab,1,4,עַל־,עַל,upon,sobre
302235,Hab,1,4,כֵּ֛ן,כֵּן,thus,así
302236,Hab,1,4,יֵצֵ֥א,יצא,go out,fuera
302237,Hab,1,4,מִשְׁפָּ֖ט,מִשְׁפָּט,justice,justicia
302238,Hab,1,4,מְעֻקָּֽל׃,עקל,crook,ladrón
302239,Hab,1,5,רְא֤וּ,ראה,see,ver
302240,Hab,1,5,בַ,בְּ,in,en
302241,Hab,1,5,,הַ,the,el
302242,Hab,1,5,גֹּויִם֙,גֹּוי,people,gente
302243,Hab,1,5,וְֽ,וְ,and,y
302244,Hab,1,5,הַבִּ֔יטוּ,נבט,look at,mirar
302245,Hab,1,5,וְ,וְ,and,y
302246,Hab,1,5,הִֽתַּמְּה֖וּ,תָּמַהּ,be astounded,ser sorprendido
302247,Hab,1,5,תְּמָ֑הוּ,תָּמַהּ,be astounded,ser sorprendido
302248,Hab,1,5,כִּי־,כִּי,that,ese
302249,Hab,1,5,פֹ֨עַל֙,פֹּעַל,doing,obra
302250,Hab,1,5,פֹּעֵ֣ל,פעל,make,hacer
302251,Hab,1,5,בִּֽ,בְּ,in,en
302252,Hab,1,5,ימֵיכֶ֔ם,יֹום,day,día
302253,Hab,1,5,לֹ֥א,לֹא,not,no
302254,Hab,1,5,תַאֲמִ֖ינוּ,אמן,be firm,Se firme
302255,Hab,1,5,כִּ֥י,כִּי,that,ese
302256,Hab,1,5,יְסֻפָּֽר׃,ספר,count,contar
302257,Hab,1,6,כִּֽי־,כִּי,that,ese
302258,Hab,1,6,הִנְנִ֤י,הִנֵּה,behold,Mirad
302259,Hab,1,6,מֵקִים֙,קום,arise,surgir
302260,Hab,1,6,אֶת־,אֵת,[object marker],[Marcador de objeto]
302261,Hab,1,6,הַ,הַ,the,el
302262,Hab,1,6,כַּשְׂדִּ֔ים,כַּשְׂדִּים,Chaldeans,caldeos
302263,Hab,1,6,הַ,הַ,the,el
302264,Hab,1,6,גֹּ֖וי,גֹּוי,people,gente
302265,Hab,1,6,הַ,הַ,the,el
302266,Hab,1,6,מַּ֣ר,מַר,bitter,amargo
302267,Hab,1,6,וְ,וְ,and,y
302268,Hab,1,6,הַ,הַ,the,el
302269,Hab,1,6,נִּמְהָ֑ר,מהר,hasten,acelerar
302270,Hab,1,6,הַֽ,הַ,the,el
302271,Hab,1,6,הֹולֵךְ֙,הלך,walk,caminar
302272,Hab,1,6,לְ,לְ,to,a
302273,Hab,1,6,מֶרְחֲבֵי־,מֶרְחָב,wide place,gran lugar
302274,Hab,1,6,אֶ֔רֶץ,אֶרֶץ,earth,tierra
302275,Hab,1,6,לָ,לְ,to,a
302276,Hab,1,6,רֶ֖שֶׁת,ירשׁ,trample down,hollarás
302277,Hab,1,6,מִשְׁכָּנֹ֥ות,מִשְׁכָּן,dwelling-place,lugar de la vivienda
302278,Hab,1,6,לֹּא־,לֹא,not,no
302279,Hab,1,6,לֹֽו׃,לְ,to,a
302280,Hab,1,7,אָיֹ֥ם,אָיֹם,frightful,espantoso
302281,Hab,1,7,וְ,וְ,and,y
302282,Hab,1,7,נֹורָ֖א,ירא,fear,miedo
302283,Hab,1,7,ה֑וּא,הוּא,he,él
302284,Hab,1,7,מִמֶּ֕נּוּ,מִן,from,de
302285,Hab,1,7,מִשְׁפָּטֹ֥ו,מִשְׁפָּט,justice,justicia
302286,Hab,1,7,וּ,וְ,and,y
302287,Hab,1,7,שְׂאֵתֹ֖ו,שְׂאֵת,uprising,levantamiento
302288,Hab,1,7,יֵצֵֽא׃,יצא,go out,fuera
302289,Hab,1,8,וְ,וְ,and,y
302290,Hab,1,8,קַלּ֨וּ,קלל,be slight,ser ligera
302291,Hab,1,8,מִ,מִן,from,de
302292,Hab,1,8,נְּמֵרִ֜ים,נָמֵר,leopard,leopardo
302293,Hab,1,8,סוּסָ֗יו,סוּס,horse,caballo
302294,Hab,1,8,וְ,וְ,and,y
302295,Hab,1,8,חַדּוּ֙,חדד,be sharp,se astuto
302296,Hab,1,8,מִ,מִן,from,de
302297,Hab,1,8,זְּאֵ֣בֵי,זְאֵב,wolf,lobo
302298,Hab,1,8,עֶ֔רֶב,עֶרֶב,evening,noche
302299,Hab,1,8,וּ,וְ,and,y
302300,Hab,1,8,פָ֖שׁוּ,פושׁ,paw the ground,pata al suelo
302301,Hab,1,8,פָּֽרָשָׁ֑יו,פָּרָשׁ,horseman,jinete
302302,Hab,1,8,וּ,וְ,and,y
302303,Hab,1,8,פָֽרָשָׁיו֙,פָּרָשׁ,horseman,jinete
302304,Hab,1,8,מֵ,מִן,from,de
302305,Hab,1,8,רָחֹ֣וק,רָחֹוק,remote,remoto
302306,Hab,1,8,יָבֹ֔אוּ,בוא,come,ven
302307,Hab,1,8,יָעֻ֕פוּ,עוף,fly,mosca
302308,Hab,1,8,כְּ,כְּ,as,como
302309,Hab,1,8,נֶ֖שֶׁר,נֶשֶׁר,eagle,águila
302310,Hab,1,8,חָ֥שׁ,חושׁ,make haste,darse prisa
302311,Hab,1,8,לֶ,לְ,to,a
302312,Hab,1,8,אֱכֹֽול׃,אכל,eat,comer
302313,Hab,1,9,כֻּלֹּה֙,כֹּל,whole,todo
302314,Hab,1,9,לְ,לְ,to,a
302315,Hab,1,9,חָמָ֣ס,חָמָס,violence,violencia
302316,Hab,1,9,יָבֹ֔וא,בוא,come,ven
302317,Hab,1,9,מְגַמַּ֥ת,מְגַמַּת,[uncertain],[incierto]
302318,Hab,1,9,פְּנֵיהֶ֖ם,פָּנֶה,face,cara
302319,Hab,1,9,קָדִ֑ימָה,קָדִים,east,este
302320,Hab,1,9,וַ,וְ,and,y
302321,Hab,1,9,יֶּאֱסֹ֥ף,אסף,gather,reunir
302322,Hab,1,9,כַּ,כְּ,as,como
302323,Hab,1,9,,הַ,the,el
302324,Hab,1,9,חֹ֖ול,חֹול,sand,arena
302325,Hab,1,9,שֶֽׁבִי׃,שְׁבִי,captive,cautivo
302326,Hab,1,10,וְ,וְ,and,y
302327,Hab,1,10,הוּא֙,הוּא,he,él
302328,Hab,1,10,בַּ,בְּ,in,en
302329,Hab,1,10,,הַ,the,el
302330,Hab,1,10,מְּלָכִ֣ים,מֶלֶךְ,king,Rey
302331,Hab,1,10,יִתְקַלָּ֔ס,קלס,disdain,desdén
302332,Hab,1,10,וְ,וְ,and,y
302333,Hab,1,10,רֹזְנִ֖ים,רזן,be weighty,ser pesada
302334,Hab,1,10,מִשְׂחָ֣ק,מִשְׂחָק,laughter,risa
302335,Hab,1,10,לֹ֑ו,לְ,to,a
302336,Hab,1,10,ה֚וּא,הוּא,he,él
302337,Hab,1,10,לְ,לְ,to,a
302338,Hab,1,10,כָל־,כֹּל,whole,todo
302339,Hab,1,10,מִבְצָ֣ר,מִבְצָר,fortification,fortificación
302340,Hab,1,10,יִשְׂחָ֔ק,שׂחק,laugh,risa
302341,Hab,1,10,וַ,וְ,and,y
302342,Hab,1,10,יִּצְבֹּ֥ר,צבר,heap,montón
302343,Hab,1,10,עָפָ֖ר,עָפָר,dust,polvo
302344,Hab,1,10,וַֽ,וְ,and,y
302345,Hab,1,10,יִּלְכְּדָֽהּ׃,לכד,seize,aprovechar
302346,Hab,1,11,אָ֣ז,אָז,then,entonces
302347,Hab,1,11,חָלַ֥ף,חלף,come after,ven luego
302348,Hab,1,11,ר֛וּחַ,רוּחַ,wind,viento
302349,Hab,1,11,וַֽ,וְ,and,y
302350,Hab,1,11,יַּעֲבֹ֖ר,עבר,pass,pasar
302351,Hab,1,11,וְ,וְ,and,y
302352,Hab,1,11,אָשֵׁ֑ם,אשׁם,do wrong,hacer el mal
302353,Hab,1,11,ז֥וּ,זוּ,[relative],[relativo]
302354,Hab,1,11,כֹחֹ֖ו,כֹּחַ,strength,fuerza
302355,Hab,1,11,לֵ,לְ,to,a
302356,Hab,1,11,אלֹהֹֽו׃,אֱלֹוהַּ,god,Dios
302357,Hab,1,12,הֲ,הֲ,[interrogativo],[Interrogativo]
302358,Hab,1,12,לֹ֧וא,לֹא,not,no
302359,Hab,1,12,אַתָּ֣ה,אַתָּה,you,tú
302360,Hab,1,12,מִ,מִן,from,de
302361,Hab,1,12,קֶּ֗דֶם,קֶדֶם,front,frente
302362,Hab,1,12,יְהוָ֧ה,יְהוָה,YHWH,YHWH
302363,Hab,1,12,אֱלֹהַ֛י,אֱלֹהִים,god(s),gallinero)
302364,Hab,1,12,קְדֹשִׁ֖י,קָדֹושׁ,holy,santo
302365,Hab,1,12,לֹ֣א,לֹא,not,no
302366,Hab,1,12,נָמ֑וּת,מות,die,morir
302367,Hab,1,12,יְהוָה֙,יְהוָה,YHWH,YHWH
302368,Hab,1,12,לְ,לְ,to,a
302369,Hab,1,12,מִשְׁפָּ֣ט,מִשְׁפָּט,justice,justicia
302370,Hab,1,12,שַׂמְתֹּ֔ו,שׂים,put,poner
302371,Hab,1,12,וְ,וְ,and,y
302372,Hab,1,12,צ֖וּר,צוּר,rock,rock
302373,Hab,1,12,לְ,לְ,to,a
302374,Hab,1,12,הֹוכִ֥יחַ,יכח,reprove,reprender
302375,Hab,1,12,יְסַדְתֹּֽו׃,יסד,found,encontró
302376,Hab,1,13,טְהֹ֤ור,טָהֹר,pure,puro
302377,Hab,1,13,עֵינַ֨יִם֙,עַיִן,eye,ojo
302378,Hab,1,13,מֵ,מִן,from,de
302379,Hab,1,13,רְאֹ֣ות,ראה,see,ver
302380,Hab,1,13,רָ֔ע,רַע,evil,mal
302381,Hab,1,13,וְ,וְ,and,y
302382,Hab,1,13,הַבִּ֥יט,נבט,look at,mirar
302383,Hab,1,13,אֶל־,אֶל,to,a
302384,Hab,1,13,עָמָ֖ל,עָמָל,labour,labor
302385,Hab,1,13,לֹ֣א,לֹא,not,no
302386,Hab,1,13,תוּכָ֑ל,יכל,be able,ser capaz
302387,Hab,1,13,לָ֤מָּה,לָמָה,why,por qué
302388,Hab,1,13,תַבִּיט֙,נבט,look at,mirar
302389,Hab,1,13,בֹּֽוגְדִ֔ים,בגד,deal treacherously,menospreciaremos
302390,Hab,1,13,תַּחֲרִ֕ישׁ,חרשׁ,be deaf,ser sordo
302391,Hab,1,13,בְּ,בְּ,in,en
302392,Hab,1,13,בַלַּ֥ע,בלע,swallow,golondrina
302393,Hab,1,13,רָשָׁ֖ע,רָשָׁע,guilty,culpable
302394,Hab,1,13,צַדִּ֥יק,צַדִּיק,just,sólo
302395,Hab,1,13,מִמֶּֽנּוּ׃,מִן,from,de
302396,Hab,1,14,וַ,וְ,and,y
302397,Hab,1,14,תַּעֲשֶׂ֥ה,עשׂה,make,hacer
302398,Hab,1,14,אָדָ֖ם,אָדָם,human,humano
302399,Hab,1,14,כִּ,כְּ,as,como
302400,Hab,1,14,דְגֵ֣י,דָּג,fish,pescado
302401,Hab,1,14,הַ,הַ,the,el
302402,Hab,1,14,יָּ֑ם,יָם,sea,mar
302403,Hab,1,14,כְּ,כְּ,as,como
302404,Hab,1,14,רֶ֖מֶשׂ,רֶמֶשׂ,creeping animals,arrastrándose animales
302405,Hab,1,14,לֹא־,לֹא,not,no
302406,Hab,1,14,מֹשֵׁ֥ל,משׁל,rule,regla
302407,Hab,1,14,בֹּֽו׃,בְּ,in,en
302408,Hab,1,15,כֻּלֹּה֙,כֹּל,whole,todo
302409,Hab,1,15,בְּ,בְּ,in,en
302410,Hab,1,15,חַכָּ֣ה,חַכָּה,fish-hook,anzuelo
302411,Hab,1,15,הֵֽעֲלָ֔ה,עלה,ascend,ascender
302412,Hab,1,15,יְגֹרֵ֣הוּ,גרר,drag away,arrastrar afuera
302413,Hab,1,15,בְ,בְּ,in,en
302414,Hab,1,15,חֶרְמֹ֔ו,חֵרֶם,net,red
302415,Hab,1,15,וְ,וְ,and,y
302416,Hab,1,15,יַאַסְפֵ֖הוּ,אסף,gather,reunir
302417,Hab,1,15,בְּ,בְּ,in,en
302418,Hab,1,15,מִכְמַרְתֹּ֑ו,מִכְמֶרֶת,net,red
302419,Hab,1,15,עַל־,עַל,upon,sobre
302420,Hab,1,15,כֵּ֖ן,כֵּן,thus,así
302421,Hab,1,15,יִשְׂמַ֥ח,שׂמח,rejoice,alegrarse
302422,Hab,1,15,וְ,וְ,and,y
302423,Hab,1,15,יָגִֽיל׃,גיל,rejoice,alegrarse
302424,Hab,1,16,עַל־,עַל,upon,sobre
302425,Hab,1,16,כֵּן֙,כֵּן,thus,así
302426,Hab,1,16,יְזַבֵּ֣חַ,זבח,slaughter,sacrificio
302427,Hab,1,16,לְ,לְ,to,a
302428,Hab,1,16,חֶרְמֹ֔ו,חֵרֶם,net,red
302429,Hab,1,16,וִֽ,וְ,and,y
302430,Hab,1,16,יקַטֵּ֖ר,קטר,smoke,fumar
302431,Hab,1,16,לְ,לְ,to,a
302432,Hab,1,16,מִכְמַרְתֹּ֑ו,מִכְמֶרֶת,net,red
302433,Hab,1,16,כִּ֤י,כִּי,that,ese
302434,Hab,1,16,בָ,בְּ,in,en
302435,Hab,1,16,הֵ֨מָּה֙,הֵמָּה,they,ellos
302436,Hab,1,16,שָׁמֵ֣ן,שָׁמֵן,fat,grasa
302437,Hab,1,16,חֶלְקֹ֔ו,חֵלֶק,share,compartir
302438,Hab,1,16,וּ,וְ,and,y
302439,Hab,1,16,מַאֲכָלֹ֖ו,מַאֲכָל,food,comida
302440,Hab,1,16,בְּרִאָֽה׃,בָּרִיא,fat,grasa
302441,Hab,1,17,הַ֥,הֲ,[interrogativo],[Interrogativo]
302442,Hab,1,17,עַל,עַל,upon,sobre
302443,Hab,1,17,כֵּ֖ן,כֵּן,thus,así
302444,Hab,1,17,יָרִ֣יק,ריק,be empty,estar vacía
302445,Hab,1,17,חֶרְמֹ֑ו,חֵרֶם,net,red
302446,Hab,1,17,וְ,וְ,and,y
302447,Hab,1,17,תָמִ֛יד,תָּמִיד,continuity,continuidad
302448,Hab,1,17,לַ,לְ,to,a
302449,Hab,1,17,הֲרֹ֥ג,הרג,kill,matar
302450,Hab,1,17,גֹּויִ֖ם,גֹּוי,people,gente
302451,Hab,1,17,לֹ֥א,לֹא,not,no
302452,Hab,1,17,יַחְמֹֽול׃ ס,חמל,have compassion,tener compasión
302453,Hab,2,1,עַל־,עַל,upon,sobre
302454,Hab,2,1,מִשְׁמַרְתִּ֣י,מִשְׁמֶרֶת,guard-post,puesto de guardia
302455,Hab,2,1,אֶעֱמֹ֔דָה,עמד,stand,estar
302456,Hab,2,1,וְ,וְ,and,y
302457,Hab,2,1,אֶֽתְיַצְּבָ֖ה,יצב,stand,estar
302458,Hab,2,1,עַל־,עַל,upon,sobre
302459,Hab,2,1,מָצֹ֑ור,מָצֹור,siege,cerco
302460,Hab,2,1,וַ,וְ,and,y
302461,Hab,2,1,אֲצַפֶּ֗ה,צפה,look out,Estar atento
302462,Hab,2,1,לִ,לְ,to,a
302463,Hab,2,1,רְאֹות֙,ראה,see,ver
302464,Hab,2,1,מַה־,מָה,what,qué
302465,Hab,2,1,יְדַבֶּר־,דבר,speak,hablar
302466,Hab,2,1,בִּ֔י,בְּ,in,en
302467,Hab,2,1,וּ,וְ,and,y
302468,Hab,2,1,מָ֥ה,מָה,what,qué
302469,Hab,2,1,אָשִׁ֖יב,שׁוב,return,regreso
302470,Hab,2,1,עַל־,עַל,upon,sobre
302471,Hab,2,1,תֹּוכַחְתִּֽי׃,תֹּוכַחַת,rebuke,reprensión
302472,Hab,2,2,וַ,וְ,and,y
302473,Hab,2,2,יַּעֲנֵ֤נִי,ענה,answer,responder
302474,Hab,2,2,יְהוָה֙,יְהוָה,YHWH,YHWH
302475,Hab,2,2,וַ,וְ,and,y
302476,Hab,2,2,יֹּ֔אמֶר,אמר,say,decir
302477,Hab,2,2,כְּתֹ֣וב,כתב,write,escribir
302478,Hab,2,2,חָזֹ֔ון,חָזֹון,vision,visión
302479,Hab,2,2,וּ,וְ,and,y
302480,Hab,2,2,בָאֵ֖ר,באר,explain,explique
302481,Hab,2,2,עַל־,עַל,upon,sobre
302482,Hab,2,2,הַ,הַ,the,el
302483,Hab,2,2,לֻּחֹ֑ות,לוּחַ,tablet,tableta
302484,Hab,2,2,לְמַ֥עַן,לְמַעַן,because of,porque
302485,Hab,2,2,יָר֖וּץ,רוץ,run,correr
302486,Hab,2,2,קֹ֥ורֵא,קרא,call,llamada
302487,Hab,2,2,בֹֽו׃,בְּ,in,en
302488,Hab,2,3,כִּ֣י,כִּי,that,ese
302489,Hab,2,3,עֹ֤וד,עֹוד,duration,duración
302490,Hab,2,3,חָזֹון֙,חָזֹון,vision,visión
302491,Hab,2,3,לַ,לְ,to,a
302492,Hab,2,3,,הַ,the,el
302493,Hab,2,3,מֹּועֵ֔ד,מֹועֵד,appointment,cita
302494,Hab,2,3,וְ,וְ,and,y
302495,Hab,2,3,יָפֵ֥חַ,פוח,wheeze,jadear
302496,Hab,2,3,לַ,לְ,to,a
302497,Hab,2,3,,הַ,the,el
302498,Hab,2,3,קֵּ֖ץ,קֵץ,end,fin
302499,Hab,2,3,וְ,וְ,and,y
302500,Hab,2,3,לֹ֣א,לֹא,not,no
302501,Hab,2,3,יְכַזֵּ֑ב,כזב,lie,mentira
302502,Hab,2,3,אִם־,אִם,if,Si
302503,Hab,2,3,יִתְמַהְמָהּ֙,מָהַהּ,tarry,alquitranado
302504,Hab,2,3,חַכֵּה־,חכה,wait,Espere
302505,Hab,2,3,לֹ֔ו,לְ,to,a
302506,Hab,2,3,כִּֽי־,כִּי,that,ese
302507,Hab,2,3,בֹ֥א,בוא,come,ven
302508,Hab,2,3,יָבֹ֖א,בוא,come,ven
302509,Hab,2,3,לֹ֥א,לֹא,not,no
302510,Hab,2,3,יְאַחֵֽר׃,אחר,be behind,Estate detrás
302511,Hab,2,4,הִנֵּ֣ה,הִנֵּה,behold,Mirad
302512,Hab,2,4,עֻפְּלָ֔ה,עפל,be heedless,ser negligentes
302513,Hab,2,4,לֹא־,לֹא,not,no
302514,Hab,2,4,יָשְׁרָ֥ה,ישׁר,be right,tener razón
302515,Hab,2,4,נַפְשֹׁ֖ו,נֶפֶשׁ,soul,alma
302516,Hab,2,4,בֹּ֑ו,בְּ,in,en
302517,Hab,2,4,וְ,וְ,and,y
302518,Hab,2,4,צַדִּ֖יק,צַדִּיק,just,sólo
302519,Hab,2,4,בֶּ,בְּ,in,en
302520,Hab,2,4,אֱמוּנָתֹ֥ו,אֱמוּנָה,steadiness,firmeza
302521,Hab,2,4,יִחְיֶֽה׃,חיה,be alive,estar vivo
302522,Hab,2,5,וְ,וְ,and,y
302523,Hab,2,5,אַף֙,אַף,even,incluso
302524,Hab,2,5,כִּֽי־,כִּי,that,ese
302525,Hab,2,5,הַ,הַ,the,el
302526,Hab,2,5,יַּ֣יִן,יַיִן,wine,vino
302527,Hab,2,5,בֹּוגֵ֔ד,בגד,deal treacherously,menospreciaremos
302528,Hab,2,5,גֶּ֥בֶר,גֶּבֶר,vigorous man,hombre vigoroso
302529,Hab,2,5,יָהִ֖יר,יָהִיר,haughty,arrogante
302530,Hab,2,5,וְ,וְ,and,y
302531,Hab,2,5,לֹ֣א,לֹא,not,no
302532,Hab,2,5,יִנְוֶ֑ה,נוה,reach,alcanzar
302533,Hab,2,5,אֲשֶׁר֩,אֲשֶׁר,[relative],[relativo]
302534,Hab,2,5,הִרְחִ֨יב,רחב,be wide,ser amplia
302535,Hab,2,5,כִּ,כְּ,as,como
302536,Hab,2,5,שְׁאֹ֜ול,שְׁאֹול,nether world,mundo inferior
302537,Hab,2,5,נַפְשֹׁ֗ו,נֶפֶשׁ,soul,alma
302538,Hab,2,5,וְ,וְ,and,y
302539,Hab,2,5,ה֤וּא,הוּא,he,él
302540,Hab,2,5,כַ,כְּ,as,como
302541,Hab,2,5,,הַ,the,el
302542,Hab,2,5,מָּ֨וֶת֙,מָוֶת,death,muerte
302543,Hab,2,5,וְ,וְ,and,y
302544,Hab,2,5,לֹ֣א,לֹא,not,no
302545,Hab,2,5,יִשְׂבָּ֔ע,שׂבע,be sated,saciarse
302546,Hab,2,5,וַ,וְ,and,y
302547,Hab,2,5,יֶּאֱסֹ֤ף,אסף,gather,reunir
302548,Hab,2,5,אֵלָיו֙,אֶל,to,a
302549,Hab,2,5,כָּל־,כֹּל,whole,todo
302550,Hab,2,5,הַ,הַ,the,el
302551,Hab,2,5,גֹּויִ֔ם,גֹּוי,people,gente
302552,Hab,2,5,וַ,וְ,and,y
302553,Hab,2,5,יִּקְבֹּ֥ץ,קבץ,collect,recoger
302554,Hab,2,5,אֵלָ֖יו,אֶל,to,a
302555,Hab,2,5,כָּל־,כֹּל,whole,todo
302556,Hab,2,5,הָ,הַ,the,el
302557,Hab,2,5,עַמִּֽים׃,עַם,people,gente
302558,Hab,2,6,הֲ,הֲ,[interrogativo],[Interrogativo]
302559,Hab,2,6,לֹוא־,לֹא,not,no
302560,Hab,2,6,אֵ֣לֶּה,אֵלֶּה,these,estas
302561,Hab,2,6,כֻלָּ֗ם,כֹּל,whole,todo
302562,Hab,2,6,עָלָיו֙,עַל,upon,sobre
302563,Hab,2,6,מָשָׁ֣ל,מָשָׁל,proverbo,proverbo
302564,Hab,2,6,יִשָּׂ֔אוּ,נשׂא,lift,ascensor
302565,Hab,2,6,וּ,וְ,and,y
302566,Hab,2,6,מְלִיצָ֖ה,מְלִיצָה,saying,diciendo
302567,Hab,2,6,חִידֹ֣ות,חִידָה,riddle,enigma
302568,Hab,2,6,לֹ֑ו,לְ,to,a
302569,Hab,2,6,וְ,וְ,and,y
302570,Hab,2,6,יֹאמַ֗ר,אמר,say,decir
302571,Hab,2,6,הֹ֚וי,הֹוי,alas,Ay
302572,Hab,2,6,הַ,הַ,the,el
302573,Hab,2,6,מַּרְבֶּ֣ה,רבה,be many,ser muchos
302574,Hab,2,6,לֹּא־,לֹא,not,no
302575,Hab,2,6,לֹ֔ו,לְ,to,a
302576,Hab,2,6,עַד־,עַד,unto,hasta
302577,Hab,2,6,מָתַ֕י,מָתַי,when,cuando
302578,Hab,2,6,וּ,וְ,and,y
302579,Hab,2,6,מַכְבִּ֥יד,כבד,be heavy,ser pesado
302580,Hab,2,6,עָלָ֖יו,עַל,upon,sobre
302581,Hab,2,6,עַבְטִֽיט׃,עַבְטִיט,debt,deuda
302582,Hab,2,7,הֲ,הֲ,[interrogativo],[Interrogativo]
302583,Hab,2,7,לֹ֣וא,לֹא,not,no
302584,Hab,2,7,פֶ֗תַע,פֶּתַע,instant,instante
302585,Hab,2,7,יָק֨וּמוּ֙,קום,arise,surgir
302586,Hab,2,7,נֹשְׁכֶ֔יךָ,נשׁך,claim interest,reclamar intereses
302587,Hab,2,7,וְ,וְ,and,y
302588,Hab,2,7,יִקְצ֖וּ,יקץ,awake,despierto
302589,Hab,2,7,מְזַעְזְעֶ֑יךָ,זוע,tremble,temblar
302590,Hab,2,7,וְ,וְ,and,y
302591,Hab,2,7,הָיִ֥יתָ,היה,be,ser
302592,Hab,2,7,לִ,לְ,to,a
302593,Hab,2,7,מְשִׁסֹּ֖ות,מְשִׁסָּה,plunder,saquear
302594,Hab,2,7,לָֽמֹו׃,לְ,to,a
302595,Hab,2,8,כִּֽי,כִּי,that,ese
302596,Hab,2,8,אַתָּ֤ה,אַתָּה,you,tú
302597,Hab,2,8,שַׁלֹּ֨ותָ֙,שׁלל,plunder,saquear
302598,Hab,2,8,גֹּויִ֣ם,גֹּוי,people,gente
302599,Hab,2,8,רַבִּ֔ים,רַב,much,mucho
302600,Hab,2,8,יְשָׁלּ֖וּךָ,שׁלל,plunder,saquear
302601,Hab,2,8,כָּל־,כֹּל,whole,todo
302602,Hab,2,8,יֶ֣תֶר,יֶתֶר,remainder,recordatorio
302603,Hab,2,8,עַמִּ֑ים,עַם,people,gente
302604,Hab,2,8,מִ,מִן,from,de
302605,Hab,2,8,דְּמֵ֤י,דָּם,blood,sangre
302606,Hab,2,8,אָדָם֙,אָדָם,human,humano
302607,Hab,2,8,וַ,וְ,and,y
302608,Hab,2,8,חֲמַס־,חָמָס,violence,violencia
302609,Hab,2,8,אֶ֔רֶץ,אֶרֶץ,earth,tierra
