word_ID,Book,ch_KJV,v_KJV,manuscript,lex_Hebrew,gloss_Eng,gloss_SPA
363547,Lam,1,2,בָ֔הּ,בְּ,in,en
363548,Lam,1,2,הָ֥יוּ,היה,be,ser
363549,Lam,1,2,לָ֖הּ,לְ,to,a
363550,Lam,1,2,לְ,לְ,to,a
363551,Lam,1,2,אֹיְבִֽים׃ ס,איב,be hostile,ser hostil
363552,Lam,1,3,גָּֽלְתָ֨ה,גלה,uncover,descubrir
363553,Lam,1,3,יְהוּדָ֤ה,יְהוּדָה,Judah,Judá
363554,Lam,1,3,מֵ,מִן,from,de
363555,Lam,1,3,עֹ֨נִי֙,עֳנִי,poverty,pobreza
363556,Lam,1,3,וּ,וְ,and,y
363557,Lam,1,3,מֵ,מִן,from,de
363558,Lam,1,3,רֹ֣ב,רֹב,multitude,multitud
363559,Lam,1,3,עֲבֹדָ֔ה,עֲבֹדָה,work,trabajo
363560,Lam,1,3,הִ֚יא,הִיא,she,ella
363561,Lam,1,3,יָשְׁבָ֣ה,ישׁב,sit,sentar
363562,Lam,1,3,בַ,בְּ,in,en
363563,Lam,1,3,,הַ,the,el
363564,Lam,1,3,גֹּויִ֔ם,גֹּוי,people,gente
363565,Lam,1,3,לֹ֥א,לֹא,not,no
363566,Lam,1,3,מָצְאָ֖ה,מצא,find,encontrar
363567,Lam,1,3,מָנֹ֑וחַ,מָנֹוחַ,resting place,lugar de descanso
363568,Lam,1,3,כָּל־,כֹּל,whole,todo
363569,Lam,1,3,רֹדְפֶ֥יהָ,רדף,pursue,perseguir
363570,Lam,1,3,הִשִּׂיג֖וּהָ,נשׂג,overtake,adelantar
363571,Lam,1,3,בֵּ֥ין,בַּיִן,interval,intervalo
363572,Lam,1,3,הַ,הַ,the,el
363573,Lam,1,3,מְּצָרִֽים׃ ס,מֵצַר,distress,angustia
363574,Lam,1,4,דַּרְכֵ֨י,דֶּרֶךְ,way,camino
363575,Lam,1,4,צִיֹּ֜ון,צִיֹּון,Zion,Sión
363576,Lam,1,4,אֲבֵלֹ֗ות,אָבֵל,mourning,luto
363577,Lam,1,4,מִ,מִן,from,de
363578,Lam,1,4,בְּלִי֙,בְּלִי,destruction,destrucción
363579,Lam,1,4,בָּאֵ֣י,בוא,come,ven
363580,Lam,1,4,מֹועֵ֔ד,מֹועֵד,appointment,cita
363581,Lam,1,4,כָּל־,כֹּל,whole,todo
363582,Lam,1,4,שְׁעָרֶ֨יהָ֙,שַׁעַר,gate,portón
363583,Lam,1,4,שֹֽׁומֵמִ֔ין,שׁמם,be desolate,que está desierto
363584,Lam,1,4,כֹּהֲנֶ֖יהָ,כֹּהֵן,priest,sacerdote
363585,Lam,1,4,נֶאֱנָחִ֑ים,אנח,gasp,jadear
363586,Lam,1,4,בְּתוּלֹתֶ֥יהָ,בְּתוּלָה,virgin,Virgen
363587,Lam,1,4,נוּגֹ֖ות,יגה,grieve,afligirse
363588,Lam,1,4,וְ,וְ,and,y
363589,Lam,1,4,הִ֥יא,הִיא,she,ella
363590,Lam,1,4,מַר־,מרר,be bitter,ser amargo
363591,Lam,1,4,לָֽהּ׃ ס,לְ,to,a
363592,Lam,1,5,הָי֨וּ,היה,be,ser
363593,Lam,1,5,צָרֶ֤יהָ,צַר,adversary,adversario
363594,Lam,1,5,לְ,לְ,to,a
363595,Lam,1,5,רֹאשׁ֙,רֹאשׁ,head,cabeza
363596,Lam,1,5,אֹיְבֶ֣יהָ,איב,be hostile,ser hostil
363597,Lam,1,5,שָׁל֔וּ,שׁלה,be easy,es fácil
363598,Lam,1,5,כִּֽי־,כִּי,that,ese
363599,Lam,1,5,יְהוָ֥ה,יְהוָה,YHWH,YHWH
363600,Lam,1,5,הֹוגָ֖הּ,יגה,grieve,afligirse
363601,Lam,1,5,עַ֣ל,עַל,upon,sobre
363602,Lam,1,5,רֹב־,רֹב,multitude,multitud
363603,Lam,1,5,פְּשָׁעֶ֑יהָ,פֶּשַׁע,rebellion,rebelión
363604,Lam,1,5,עֹולָלֶ֛יהָ,עֹולָל,child,niño
363605,Lam,1,5,הָלְכ֥וּ,הלך,walk,caminar
363606,Lam,1,5,שְׁבִ֖י,שְׁבִי,captive,cautivo
363607,Lam,1,5,לִ,לְ,to,a
363608,Lam,1,5,פְנֵי־,פָּנֶה,face,cara
363609,Lam,1,5,צָֽר׃ ס,צַר,adversary,adversario
363610,Lam,1,6,וַ,וְ,and,y
363611,Lam,1,6,יֵּצֵ֥א,יצא,go out,fuera
363612,Lam,1,6,מִ,מִן,from,de
363613,Lam,1,6,בַּת־,בַּת,daughter,hija
363614,Lam,1,6,צִיֹּ֖ון,צִיֹּון,Zion,Sión
363615,Lam,1,6,כָּל־,כֹּל,whole,todo
363616,Lam,1,6,הֲדָרָ֑הּ,הָדָר,ornament,ornamento
363617,Lam,1,6,הָי֣וּ,היה,be,ser
363618,Lam,1,6,שָׂרֶ֗יהָ,שַׂר,chief,jefe
363619,Lam,1,6,כְּ,כְּ,as,como
363620,Lam,1,6,אַיָּלִים֙,אַיָּל,fallow-buck,barbecho buck
363621,Lam,1,6,לֹא־,לֹא,not,no
363622,Lam,1,6,מָצְא֣וּ,מצא,find,encontrar
363623,Lam,1,6,מִרְעֶ֔ה,מִרְעֶה,pasture,pastar
363624,Lam,1,6,וַ,וְ,and,y
363625,Lam,1,6,יֵּלְכ֥וּ,הלך,walk,caminar
363626,Lam,1,6,בְ,בְּ,in,en
363627,Lam,1,6,לֹא־,לֹא,not,no
363628,Lam,1,6,כֹ֖חַ,כֹּחַ,strength,fuerza
363629,Lam,1,6,לִ,לְ,to,a
363630,Lam,1,6,פְנֵ֥י,פָּנֶה,face,cara
363631,Lam,1,6,רֹודֵֽף׃ ס,רדף,pursue,perseguir
363632,Lam,1,7,זָֽכְרָ֣ה,זכר,remember,recuerda
363633,Lam,1,7,יְרוּשָׁלִַ֗ם,יְרוּשָׁלִַם,Jerusalem,Jerusalén
363634,Lam,1,7,יְמֵ֤י,יֹום,day,día
363635,Lam,1,7,עָנְיָהּ֙,עֳנִי,poverty,pobreza
363636,Lam,1,7,וּ,וְ,and,y
363637,Lam,1,7,מְרוּדֶ֔יהָ,מָרוּד,homelessness,la falta de vivienda
363638,Lam,1,7,כֹּ֚ל,כֹּל,whole,todo
363639,Lam,1,7,מַחֲמֻדֶ֔יהָ,מַחְמֹד,something precious,algo precioso
363640,Lam,1,7,אֲשֶׁ֥ר,אֲשֶׁר,[relative],[relativo]
363641,Lam,1,7,הָי֖וּ,היה,be,ser
363642,Lam,1,7,מִ֣,מִן,from,de
363643,Lam,1,7,ימֵי,יֹום,day,día
363644,Lam,1,7,קֶ֑דֶם,קֶדֶם,front,frente
363645,Lam,1,7,בִּ,בְּ,in,en
363646,Lam,1,7,נְפֹ֧ל,נפל,fall,otoño
363647,Lam,1,7,עַמָּ֣הּ,עַם,people,gente
363648,Lam,1,7,בְּ,בְּ,in,en
363649,Lam,1,7,יַד־,יָד,hand,mano
363650,Lam,1,7,צָ֗ר,צַר,adversary,adversario
363651,Lam,1,7,וְ,וְ,and,y
363652,Lam,1,7,אֵ֤ין,אַיִן,[NEG],[NEG]
363653,Lam,1,7,עֹוזֵר֙,עזר,help,ayuda
363654,Lam,1,7,לָ֔הּ,לְ,to,a
363655,Lam,1,7,רָא֣וּהָ,ראה,see,ver
363656,Lam,1,7,צָרִ֔ים,צַר,adversary,adversario
363657,Lam,1,7,שָׂחֲק֖וּ,שׂחק,laugh,risa
363658,Lam,1,7,עַ֥ל,עַל,upon,sobre
363659,Lam,1,7,מִשְׁבַּתֶּֽהָ׃ ס,מִשְׁבָּת,ruin,ruina
363660,Lam,1,8,חֵ֤טְא,חֵטְא,offence,ofensa
363661,Lam,1,8,חָֽטְאָה֙,חטא,miss,perder
363662,Lam,1,8,יְר֣וּשָׁלִַ֔ם,יְרוּשָׁלִַם,Jerusalem,Jerusalén
363663,Lam,1,8,עַל־,עַל,upon,sobre
363664,Lam,1,8,כֵּ֖ן,כֵּן,thus,así
363665,Lam,1,8,לְ,לְ,to,a
363666,Lam,1,8,נִידָ֣ה,נִדָּה,menstruation,menstruación
363667,Lam,1,8,הָיָ֑תָה,היה,be,ser
363668,Lam,1,8,כָּֽל־,כֹּל,whole,todo
363669,Lam,1,8,מְכַבְּדֶ֤יהָ,כבד,be heavy,ser pesado
363670,Lam,1,8,הִזִּיל֨וּהָ֙,זלל,be lavish,ser generosos
363671,Lam,1,8,כִּי־,כִּי,that,ese
363672,Lam,1,8,רָא֣וּ,ראה,see,ver
363673,Lam,1,8,עֶרְוָתָ֔הּ,עֶרְוָה,nakedness,desnudez
363674,Lam,1,8,גַּם־,גַּם,even,incluso
363675,Lam,1,8,הִ֥יא,הִיא,she,ella
363676,Lam,1,8,נֶאֶנְחָ֖ה,אנח,gasp,jadear
363677,Lam,1,8,וַ,וְ,and,y
363678,Lam,1,8,תָּ֥שָׁב,שׁוב,return,regreso
363679,Lam,1,8,אָחֹֽור׃ ס,אָחֹור,back(wards),hacia atrás)
363680,Lam,1,9,טֻמְאָתָ֣הּ,טֻמְאָה,uncleanness,inmundicia
363681,Lam,1,9,בְּ,בְּ,in,en
363682,Lam,1,9,שׁוּלֶ֗יהָ,שׁוּל,skirt,falda
363683,Lam,1,9,לֹ֤א,לֹא,not,no
363684,Lam,1,9,זָֽכְרָה֙,זכר,remember,recuerda
363685,Lam,1,9,אַחֲרִיתָ֔הּ,אַחֲרִית,end,fin
363686,Lam,1,9,וַ,וְ,and,y
363687,Lam,1,9,תֵּ֣רֶד,ירד,descend,descender
363688,Lam,1,9,פְּלָאִ֔ים,פֶּלֶא,miracle,milagro
363689,Lam,1,9,אֵ֥ין,אַיִן,[NEG],[NEG]
363690,Lam,1,9,מְנַחֵ֖ם,נחם,repent,arrepentirse
363691,Lam,1,9,לָ֑הּ,לְ,to,a
363692,Lam,1,9,רְאֵ֤ה,ראה,see,ver
363693,Lam,1,9,יְהוָה֙,יְהוָה,YHWH,YHWH
363694,Lam,1,9,אֶת־,אֵת,[object marker],[Marcador de objeto]
363695,Lam,1,9,עָנְיִ֔י,עֳנִי,poverty,pobreza
363696,Lam,1,9,כִּ֥י,כִּי,that,ese
363697,Lam,1,9,הִגְדִּ֖יל,גדל,be strong,sé fuerte
363698,Lam,1,9,אֹויֵֽב׃ ס,איב,be hostile,ser hostil
363699,Lam,1,10,יָדֹו֙,יָד,hand,mano
363700,Lam,1,10,פָּ֣רַשׂ,פרשׂ,spread out,extendido
363701,Lam,1,10,צָ֔ר,צַר,adversary,adversario
363702,Lam,1,10,עַ֖ל,עַל,upon,sobre
363703,Lam,1,10,כָּל־,כֹּל,whole,todo
363704,Lam,1,10,מַחֲמַדֶּ֑יהָ,מַחְמָד,desire,deseo
363705,Lam,1,10,כִּֽי־,כִּי,that,ese
363706,Lam,1,10,רָאֲתָ֤ה,ראה,see,ver
363707,Lam,1,10,גֹויִם֙,גֹּוי,people,gente
363708,Lam,1,10,בָּ֣אוּ,בוא,come,ven
363709,Lam,1,10,מִקְדָּשָׁ֔הּ,מִקְדָּשׁ,sanctuary,santuario
363710,Lam,1,10,אֲשֶׁ֣ר,אֲשֶׁר,[relative],[relativo]
363711,Lam,1,10,צִוִּ֔יתָה,צוה,command,mando
363712,Lam,1,10,לֹא־,לֹא,not,no
363713,Lam,1,10,יָבֹ֥אוּ,בוא,come,ven
363714,Lam,1,10,בַ,בְּ,in,en
363715,Lam,1,10,,הַ,the,el
363716,Lam,1,10,קָּהָ֖ל,קָהָל,assembly,montaje
363717,Lam,1,10,לָֽךְ׃ ס,לְ,to,a
363718,Lam,1,11,כָּל־,כֹּל,whole,todo
363719,Lam,1,11,עַמָּ֤הּ,עַם,people,gente
363720,Lam,1,11,נֶאֱנָחִים֙,אנח,gasp,jadear
363721,Lam,1,11,מְבַקְּשִׁ֣ים,בקשׁ,seek,buscar
363722,Lam,1,11,לֶ֔חֶם,לֶחֶם,bread,pan de molde
363723,Lam,1,11,נָתְנ֧וּ,נתן,give,dar
363724,Lam,1,11,מַחֲמַדֵּיהֶ֛ם,מַחְמָד,desire,deseo
363725,Lam,1,11,בְּ,בְּ,in,en
363726,Lam,1,11,אֹ֖כֶל,אֹכֶל,food,comida
363727,Lam,1,11,לְ,לְ,to,a
363728,Lam,1,11,הָשִׁ֣יב,שׁוב,return,regreso
363729,Lam,1,11,נָ֑פֶשׁ,נֶפֶשׁ,soul,alma
363730,Lam,1,11,רְאֵ֤ה,ראה,see,ver
363731,Lam,1,11,יְהוָה֙,יְהוָה,YHWH,YHWH
363732,Lam,1,11,וְֽ,וְ,and,y
363733,Lam,1,11,הַבִּ֔יטָה,נבט,look at,mirar
363734,Lam,1,11,כִּ֥י,כִּי,that,ese
363735,Lam,1,11,הָיִ֖יתִי,היה,be,ser
363736,Lam,1,11,זֹולֵלָֽה׃ ס,זלל,be lavish,ser generosos
363737,Lam,1,12,לֹ֣וא,לֹא,not,no
363738,Lam,1,12,אֲלֵיכֶם֮,אֶל,to,a
363739,Lam,1,12,כָּל־,כֹּל,whole,todo
363740,Lam,1,12,עֹ֣בְרֵי,עבר,pass,pasar
363741,Lam,1,12,דֶרֶךְ֒,דֶּרֶךְ,way,camino
363742,Lam,1,12,הַבִּ֣יטוּ,נבט,look at,mirar
363743,Lam,1,12,וּ,וְ,and,y
363744,Lam,1,12,רְא֗וּ,ראה,see,ver
363745,Lam,1,12,אִם־,אִם,if,Si
363746,Lam,1,12,יֵ֤שׁ,יֵשׁ,existence,existencia
363747,Lam,1,12,מַכְאֹוב֙,מַכְאֹוב,pain,dolor
363748,Lam,1,12,כְּ,כְּ,as,como
363749,Lam,1,12,מַכְאֹבִ֔י,מַכְאֹוב,pain,dolor
363750,Lam,1,12,אֲשֶׁ֥ר,אֲשֶׁר,[relative],[relativo]
363751,Lam,1,12,עֹולַ֖ל,עלל,deal with,tratar con
363752,Lam,1,12,לִ֑י,לְ,to,a
363753,Lam,1,12,אֲשֶׁר֙,אֲשֶׁר,[relative],[relativo]
363754,Lam,1,12,הֹוגָ֣ה,יגה,grieve,afligirse
363755,Lam,1,12,יְהוָ֔ה,יְהוָה,YHWH,YHWH
363756,Lam,1,12,בְּ,בְּ,in,en
363757,Lam,1,12,יֹ֖ום,יֹום,day,día
363758,Lam,1,12,חֲרֹ֥ון,חָרֹון,anger,enfado
363759,Lam,1,12,אַפֹּֽו׃ ס,אַף,nose,nariz
363760,Lam,1,13,מִ,מִן,from,de
363761,Lam,1,13,מָּרֹ֛ום,מָרֹום,high place,lugar alto
363762,Lam,1,13,שָֽׁלַח־,שׁלח,send,enviar
363763,Lam,1,13,אֵ֥שׁ,אֵשׁ,fire,fuego
363764,Lam,1,13,בְּ,בְּ,in,en
363765,Lam,1,13,עַצְמֹתַ֖י,עֶצֶם,bone,hueso
363766,Lam,1,13,וַ,וְ,and,y
363767,Lam,1,13,יִּרְדֶּ֑נָּה,רדה,tread,huella
363768,Lam,1,13,פָּרַ֨שׂ,פרשׂ,spread out,extendido
363769,Lam,1,13,רֶ֤שֶׁת,רֶשֶׁת,net,red
363770,Lam,1,13,לְ,לְ,to,a
363771,Lam,1,13,רַגְלַי֙,רֶגֶל,foot,pie
363772,Lam,1,13,הֱשִׁיבַ֣נִי,שׁוב,return,regreso
363773,Lam,1,13,אָחֹ֔ור,אָחֹור,back(wards),hacia atrás)
363774,Lam,1,13,נְתָנַ֨נִי֙,נתן,give,dar
363775,Lam,1,13,שֹֽׁמֵמָ֔ה,שׁמם,be desolate,que está desierto
363776,Lam,1,13,כָּל־,כֹּל,whole,todo
363777,Lam,1,13,הַ,הַ,the,el
363778,Lam,1,13,יֹּ֖ום,יֹום,day,día
363779,Lam,1,13,דָּוָֽה׃ ס,דָּוֶה,unwell,indispuesto
363780,Lam,1,14,נִשְׂקַד֩,שׂקד,[uncertain],[incierto]
363781,Lam,1,14,עֹ֨ל,עֹל,yoke,yugo
363782,Lam,1,14,פְּשָׁעַ֜י,פֶּשַׁע,rebellion,rebelión
363783,Lam,1,14,בְּ,בְּ,in,en
363784,Lam,1,14,יָדֹ֗ו,יָד,hand,mano
363785,Lam,1,14,יִשְׂתָּֽרְג֛וּ,שׂרג,intertwine,entrelazar
363786,Lam,1,14,עָל֥וּ,עלה,ascend,ascender
363787,Lam,1,14,עַל־,עַל,upon,sobre
363788,Lam,1,14,צַוָּארִ֖י,צַוָּאר,neck,cuello
363789,Lam,1,14,הִכְשִׁ֣יל,כשׁל,stumble,tropezón
363790,Lam,1,14,כֹּחִ֑י,כֹּחַ,strength,fuerza
363791,Lam,1,14,נְתָנַ֣נִי,נתן,give,dar
363792,Lam,1,14,אֲדֹנָ֔י,אֲדֹנָי,Lord,Señor
363793,Lam,1,14,בִּ,בְּ,in,en
363794,Lam,1,14,ידֵ֖י,יָד,hand,mano
363795,Lam,1,14,לֹא־,לֹא,not,no
363796,Lam,1,14,אוּכַ֥ל,יכל,be able,ser capaz
363797,Lam,1,14,קֽוּם׃ ס,קום,arise,surgir
363798,Lam,1,15,סִלָּ֨ה,סלה,reject,rechazar
363799,Lam,1,15,כָל־,כֹּל,whole,todo
363800,Lam,1,15,אַבִּירַ֤י׀,אַבִּיר,strong,fuerte
363801,Lam,1,15,אֲדֹנָי֙,אֲדֹנָי,Lord,Señor
363802,Lam,1,15,בְּ,בְּ,in,en
363803,Lam,1,15,קִרְבִּ֔י,קֶרֶב,interior,interior
363804,Lam,1,15,קָרָ֥א,קרא,call,llamada
363805,Lam,1,15,עָלַ֛י,עַל,upon,sobre
363806,Lam,1,15,מֹועֵ֖ד,מֹועֵד,appointment,cita
363807,Lam,1,15,לִ,לְ,to,a
363808,Lam,1,15,שְׁבֹּ֣ר,שׁבר,break,descanso
363809,Lam,1,15,בַּחוּרָ֑י,בָּחוּר,young man,hombre joven
363810,Lam,1,15,גַּ֚ת,גַּת,wine-press,lagar
363811,Lam,1,15,דָּרַ֣ךְ,דרך,tread,huella
363812,Lam,1,15,אֲדֹנָ֔י,אֲדֹנָי,Lord,Señor
363813,Lam,1,15,לִ,לְ,to,a
363814,Lam,1,15,בְתוּלַ֖ת,בְּתוּלָה,virgin,Virgen
363815,Lam,1,15,בַּת־,בַּת,daughter,hija
363816,Lam,1,15,יְהוּדָֽה׃ ס,יְהוּדָה,Judah,Judá
363817,Lam,1,16,עַל־,עַל,upon,sobre
363818,Lam,1,16,אֵ֣לֶּה׀,אֵלֶּה,these,estas
363819,Lam,1,16,אֲנִ֣י,אֲנִי,i,yo
363820,Lam,1,16,בֹוכִיָּ֗ה,בכה,weep,llorar
363821,Lam,1,16,עֵינִ֤י׀,עַיִן,eye,ojo
363822,Lam,1,16,עֵינִי֙,עַיִן,eye,ojo
363823,Lam,1,16,יֹ֣רְדָה,ירד,descend,descender
363824,Lam,1,16,מַּ֔יִם,מַיִם,water,agua
363825,Lam,1,16,כִּֽי־,כִּי,that,ese
363826,Lam,1,16,רָחַ֥ק,רחק,be far,estar lejos
363827,Lam,1,16,מִמֶּ֛נִּי,מִן,from,de
363828,Lam,1,16,מְנַחֵ֖ם,נחם,repent,arrepentirse
363829,Lam,1,16,מֵשִׁ֣יב,שׁוב,return,regreso
363830,Lam,1,16,נַפְשִׁ֑י,נֶפֶשׁ,soul,alma
363831,Lam,1,16,הָי֤וּ,היה,be,ser
363832,Lam,1,16,בָנַי֙,בֵּן,son,hijo
363833,Lam,1,16,שֹֽׁומֵמִ֔ים,שׁמם,be desolate,que está desierto
363834,Lam,1,16,כִּ֥י,כִּי,that,ese
363835,Lam,1,16,גָבַ֖ר,גבר,be superior,ser superior
363836,Lam,1,16,אֹויֵֽב׃ ס,איב,be hostile,ser hostil
363837,Lam,1,17,פֵּֽרְשָׂ֨ה,פרשׂ,spread out,extendido
363838,Lam,1,17,צִיֹּ֜ון,צִיֹּון,Zion,Sión
363839,Lam,1,17,בְּ,בְּ,in,en
363840,Lam,1,17,יָדֶ֗יהָ,יָד,hand,mano
363841,Lam,1,17,אֵ֤ין,אַיִן,[NEG],[NEG]
363842,Lam,1,17,מְנַחֵם֙,נחם,repent,arrepentirse
363843,Lam,1,17,לָ֔הּ,לְ,to,a
363844,Lam,1,17,צִוָּ֧ה,צוה,command,mando
363845,Lam,1,17,יְהוָ֛ה,יְהוָה,YHWH,YHWH
363846,Lam,1,17,לְ,לְ,to,a
363847,Lam,1,17,יַעֲקֹ֖ב,יַעֲקֹב,Jacob,Jacob
363848,Lam,1,17,סְבִיבָ֣יו,סָבִיב,surrounding,rodeando
363849,Lam,1,17,צָרָ֑יו,צַר,adversary,adversario
363850,Lam,1,17,הָיְתָ֧ה,היה,be,ser
363851,Lam,1,17,יְרוּשָׁלִַ֛ם,יְרוּשָׁלִַם,Jerusalem,Jerusalén
363852,Lam,1,17,לְ,לְ,to,a
363853,Lam,1,17,נִדָּ֖ה,נִדָּה,menstruation,menstruación
363854,Lam,1,17,בֵּינֵיהֶֽם׃ ס,בַּיִן,interval,intervalo
363855,Lam,1,18,צַדִּ֥יק,צַדִּיק,just,sólo
363856,Lam,1,18,ה֛וּא,הוּא,he,él
363857,Lam,1,18,יְהוָ֖ה,יְהוָה,YHWH,YHWH
363858,Lam,1,18,כִּ֣י,כִּי,that,ese
363859,Lam,1,18,פִ֣יהוּ,פֶּה,mouth,boca
363860,Lam,1,18,מָרִ֑יתִי,מרה,rebel,rebelde
363861,Lam,1,18,שִׁמְעוּ־,שׁמע,hear,oír
363862,Lam,1,18,נָ֣א,נָא,yeah,sí
363863,Lam,1,18,כָל־,כֹּל,whole,todo
363864,Lam,1,18,הָֽ,הַ,the,el
363865,Lam,1,18,עַמִּ֗ים,עַם,people,gente
363866,Lam,1,18,וּ,וְ,and,y
363867,Lam,1,18,רְאוּ֙,ראה,see,ver
363868,Lam,1,18,מַכְאֹבִ֔י,מַכְאֹוב,pain,dolor
363869,Lam,1,18,בְּתוּלֹתַ֥י,בְּתוּלָה,virgin,Virgen
363870,Lam,1,18,וּ,וְ,and,y
363871,Lam,1,18,בַחוּרַ֖י,בָּחוּר,young man,hombre joven
363872,Lam,1,18,הָלְכ֥וּ,הלך,walk,caminar
363873,Lam,1,18,בַ,בְּ,in,en
363874,Lam,1,18,,הַ,the,el
363875,Lam,1,18,שֶּֽׁבִי׃ ס,שְׁבִי,captive,cautivo
363876,Lam,1,19,קָרָ֤אתִי,קרא,call,llamada
363877,Lam,1,19,לַֽ,לְ,to,a
363878,Lam,1,19,,הַ,the,el
363879,Lam,1,19,מְאַהֲבַי֙,אהב,love,amor
363880,Lam,1,19,הֵ֣מָּה,הֵמָּה,they,ellos
363881,Lam,1,19,רִמּ֔וּנִי,רמה,deceive,engañar
363882,Lam,1,19,כֹּהֲנַ֥י,כֹּהֵן,priest,sacerdote
363883,Lam,1,19,וּ,וְ,and,y
363884,Lam,1,19,זְקֵנַ֖י,זָקֵן,old,antiguo
363885,Lam,1,19,בָּ,בְּ,in,en
363886,Lam,1,19,,הַ,the,el
363887,Lam,1,19,עִ֣יר,עִיר,town,pueblo
363888,Lam,1,19,גָּוָ֑עוּ,גוע,expire,expirar
363889,Lam,1,19,כִּֽי־,כִּי,that,ese
363890,Lam,1,19,בִקְשׁ֥וּ,בקשׁ,seek,buscar
363891,Lam,1,19,אֹ֨כֶל֙,אֹכֶל,food,comida
363892,Lam,1,19,לָ֔מֹו,לְ,to,a
363893,Lam,1,19,וְ,וְ,and,y
363894,Lam,1,19,יָשִׁ֖יבוּ,שׁוב,return,regreso
363895,Lam,1,19,אֶת־,אֵת,[object marker],[Marcador de objeto]
363896,Lam,1,19,נַפְשָֽׁם׃ ס,נֶפֶשׁ,soul,alma
363897,Lam,1,20,רְאֵ֨ה,ראה,see,ver
363898,Lam,1,20,יְהוָ֤ה,יְהוָה,YHWH,YHWH
363899,Lam,1,20,כִּֽי־,כִּי,that,ese
363900,Lam,1,20,צַר־,צרר,wrap,envolver
363901,Lam,1,20,לִי֙,לְ,to,a
363902,Lam,1,20,מֵעַ֣י,מֵעִים,bowels,intestinos
363903,Lam,1,20,חֳמַרְמָ֔רוּ,חמר,cover,cubrir
363904,Lam,1,20,נֶהְפַּ֤ךְ,הפך,turn,giro
363905,Lam,1,20,לִבִּי֙,לֵב,heart,corazón
363906,Lam,1,20,בְּ,בְּ,in,en
363907,Lam,1,20,קִרְבִּ֔י,קֶרֶב,interior,interior
363908,Lam,1,20,כִּ֥י,כִּי,that,ese
363909,Lam,1,20,מָרֹ֖ו,מרה,rebel,rebelde
363910,Lam,1,20,מָרִ֑יתִי,מרה,rebel,rebelde
363911,Lam,1,20,מִ,מִן,from,de
363912,Lam,1,20,ח֥וּץ,חוּץ,outside,fuera de
363913,Lam,1,20,שִׁכְּלָה־,שׁכל,be bereaved of children,de ser privado de los niños
363914,Lam,1,20,חֶ֖רֶב,חֶרֶב,dagger,daga
363915,Lam,1,20,בַּ,בְּ,in,en
363916,Lam,1,20,,הַ,the,el
363917,Lam,1,20,בַּ֥יִת,בַּיִת,house,casa
363918,Lam,1,20,כַּ,כְּ,as,como
363919,Lam,1,20,,הַ,the,el
363920,Lam,1,20,מָּֽוֶת׃ ס,מָוֶת,death,muerte
